id,product,producer,target_kilos,current_kilos,base_price,deadline,status,created_by,created_at
LOT-PAP-0056,Papa,Instalaciones Aranda S.L.L.,11336.3,4924.51,3.69,2023-01-14 04:09:51,expired,d92a3c54-572c-4498-8bd2-9e332d59536b,2022-12-18 04:09:51
LOT-PAP-0057,Papa,Aroa Robles Puente S.Com.,6047.61,5617.62,3.93,2023-01-08 04:09:51,completed,c42d60f7-72a5-4218-8455-6843a1d63934,2022-12-18 04:09:51
LOT-PAP-0058,Papa,Supermercados Blasco S.C.P,3966.08,3589.6,3.8,2023-01-30 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2022-12-18 04:09:51
LOT-PAP-0059,Papa,Tecnologías Nogueira y asociados S.L.,18342.87,17490.2,3.49,2023-02-24 04:09:51,completed,e93f25fc-9b20-4187-95fa-859beca1159e,2023-01-17 04:09:51
LOT-PAP-0060,Papa,Banca Privada Mateos y asociados S.Coop.,10178.28,10065.57,3.82,2023-02-05 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-01-17 04:09:51
LOT-PAP-0061,Papa,Construcción Trillo y asociados S.A.,13766.3,12552.42,3.85,2023-02-10 04:09:51,completed,5230c44f-1ffb-4722-b4b2-8f7aa7e4d21b,2023-01-17 04:09:51
LOT-PAP-0062,Papa,Valbuena y asociados S.A.,12308.63,11718.24,3.52,2023-02-04 04:09:51,completed,b48ddd41-5e75-4522-9cd3-eb76e6a1bde8,2023-01-17 04:09:51
LOT-PAP-0063,Papa,Banco Costa y asociados S.L.L.,10073.67,9147.14,4.17,2023-04-02 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-02-16 04:09:51
LOT-PAP-0064,Papa,Infraestructuras Ugarte S.L.,8826.98,8081.2,3.74,2023-03-09 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-02-16 04:09:51
LOT-PAP-0065,Papa,Hotel WL S.Com.,5709.47,5479.83,3.66,2023-03-25 04:09:51,completed,e93f25fc-9b20-4187-95fa-859beca1159e,2023-02-16 04:09:51
LOT-PAP-0066,Papa,Comercializadora CFU S.Com.,7431.76,6852.86,3.68,2023-03-12 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2023-02-16 04:09:51
LOT-PAP-0067,Papa,Hnos Garay S.Coop.,12005.31,11577.1,3.62,2023-03-15 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-02-16 04:09:51
LOT-PAP-0068,Papa,Promociones Castellana S.C.P,6832.31,6745.96,4.01,2023-03-09 04:09:51,completed,91b887de-f920-4f25-aa0b-5e71502435fc,2023-02-16 04:09:51
LOT-PAP-0069,Papa,Farmaceútica Ayllón y asociados S.Coop.,11959.61,11116.69,3.96,2023-03-09 04:09:51,completed,d92a3c54-572c-4498-8bd2-9e332d59536b,2023-02-16 04:09:51
LOT-PAP-0070,Papa,Distribuciones Ibérica S.Coop.,19825.82,19506.76,3.87,2023-04-04 04:09:51,completed,e93f25fc-9b20-4187-95fa-859beca1159e,2023-03-18 04:09:51
LOT-PAP-0071,Papa,Sobrino y Calderón S.Com.,5936.95,5721.88,3.58,2023-05-01 04:09:51,completed,91b887de-f920-4f25-aa0b-5e71502435fc,2023-03-18 04:09:51
LOT-PAP-0072,Papa,Hnos Ordóñez S.L.,19850.14,18669.61,3.69,2023-04-14 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-03-18 04:09:51
LOT-PAP-0073,Papa,Joaquín Bertrán Rozas S.L.N.E,7971.14,7961.95,3.76,2023-04-25 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-03-18 04:09:51
LOT-PAP-0074,Papa,Construcción UVN S.A.U,5373.05,5054.99,3.58,2023-04-02 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-03-18 04:09:51
LOT-PAP-0075,Papa,Minería Hurtado & Asociados S.Com.,6530.6,6265.33,3.46,2023-04-08 04:09:51,completed,c42d60f7-72a5-4218-8455-6843a1d63934,2023-03-18 04:09:51
LOT-PAP-0076,Papa,Inversiones YH S.A.T.,9751.09,9355.58,3.79,2023-04-11 04:09:51,completed,d92a3c54-572c-4498-8bd2-9e332d59536b,2023-03-18 04:09:51
LOT-PAP-0077,Papa,Consultoría Domínguez S.A.,14270.83,13502.52,3.64,2023-04-24 04:09:51,completed,b48ddd41-5e75-4522-9cd3-eb76e6a1bde8,2023-03-18 04:09:51
LOT-PAP-0078,Papa,Tecnologías Guillén & Asociados S.A.U,7968.74,7250.44,3.3,2023-05-09 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-04-17 04:09:51
LOT-PAP-0079,Papa,Jaume y asociados S.Coop.,5140.16,5118.81,2.98,2023-05-09 04:09:51,completed,51f1c886-7ad3-4150-aa57-94e34edf0078,2023-04-17 04:09:51
LOT-PAP-0080,Papa,Finanzas Abellán y asociados S.L.U.,3831.54,3573.29,3.34,2023-05-16 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-04-17 04:09:51
LOT-PAP-0081,Papa,Tirado y Campos S.Coop.,9528.3,8752.47,2.97,2023-05-22 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-04-17 04:09:51
LOT-PAP-0082,Papa,Fábrica Sotelo S.Coop.,11097.88,10449.36,3.15,2023-05-28 04:09:51,completed,c42d60f7-72a5-4218-8455-6843a1d63934,2023-04-17 04:09:51
LOT-PAP-0083,Papa,Banca Privada VL S.L.,8274.39,8269.39,3.31,2023-05-26 04:09:51,completed,b48ddd41-5e75-4522-9cd3-eb76e6a1bde8,2023-04-17 04:09:51
LOT-PAP-0084,Papa,Servicios Camps S.A.,19143.15,11475.15,3.16,2023-05-06 04:09:51,expired,51f1c886-7ad3-4150-aa57-94e34edf0078,2023-04-17 04:09:51
LOT-PAP-0085,Papa,Instalaciones Plaza & Asociados S.A.,16912.67,16049.21,3.28,2023-05-20 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2023-04-17 04:09:51
LOT-PAP-0086,Papa,Soluciones Integrales S.Coop.,16189.47,14644.9,3.35,2023-05-22 04:09:51,completed,c42d60f7-72a5-4218-8455-6843a1d63934,2023-04-17 04:09:51
LOT-PAP-0087,Papa,Grupo Gilabert S.A.,19922.49,6931.32,3.36,2023-05-29 04:09:51,expired,a76f778e-38df-4170-b898-b5d475bc7437,2023-04-17 04:09:51
LOT-PAP-0088,Papa,Consultoría del Noroeste S.Com.,3713.31,3562.43,2.41,2023-06-17 04:09:51,completed,c42d60f7-72a5-4218-8455-6843a1d63934,2023-05-17 04:09:51
LOT-PAP-0089,Papa,Talleres Vicente S.L.N.E,10598.6,10392.95,2.42,2023-06-04 04:09:51,completed,d92a3c54-572c-4498-8bd2-9e332d59536b,2023-05-17 04:09:51
LOT-PAP-0090,Papa,Vallés y Torrecilla S.L.,16239.38,15018.45,2.43,2023-06-20 04:09:51,completed,91b887de-f920-4f25-aa0b-5e71502435fc,2023-05-17 04:09:51
LOT-PAP-0091,Papa,Infraestructuras Ibéricos S.Com.,17494.65,16939.97,2.56,2023-06-25 04:09:51,completed,c42d60f7-72a5-4218-8455-6843a1d63934,2023-05-17 04:09:51
LOT-PAP-0092,Papa,Valls y Arrieta S.Coop.,14827.32,13941.06,2.64,2023-06-21 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-05-17 04:09:51
LOT-PAP-0093,Papa,Hermanos Palomino S.L.,8693.65,4860.95,2.63,2023-06-04 04:09:51,expired,e93f25fc-9b20-4187-95fa-859beca1159e,2023-05-17 04:09:51
LOT-PAP-0094,Papa,Clavero y asociados S.Coop.,5221.3,5118.5,2.72,2023-06-23 04:09:51,completed,51f1c886-7ad3-4150-aa57-94e34edf0078,2023-05-17 04:09:51
LOT-PAP-0095,Papa,Minería del Norte S.A.,3554.94,3303.11,2.51,2023-06-26 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2023-05-17 04:09:51
LOT-PAP-0096,Papa,Supermercados IFCG S.L.N.E,3871.08,3674.44,2.54,2023-06-02 04:09:51,completed,5230c44f-1ffb-4722-b4b2-8f7aa7e4d21b,2023-05-17 04:09:51
LOT-PAP-0097,Papa,Font y asociados S.A.,6205.0,6062.38,2.55,2023-07-04 04:09:51,completed,5230c44f-1ffb-4722-b4b2-8f7aa7e4d21b,2023-06-16 04:09:51
LOT-PAP-0098,Papa,Hermanos Alegria S.Coop.,6770.14,6557.6,2.24,2023-07-27 04:09:51,completed,91b887de-f920-4f25-aa0b-5e71502435fc,2023-06-16 04:09:51
LOT-PAP-0099,Papa,Banco Salgado y asociados S.Coop.,11242.27,11231.79,2.45,2023-07-01 04:09:51,completed,51f1c886-7ad3-4150-aa57-94e34edf0078,2023-06-16 04:09:51
LOT-PAP-0100,Papa,Guillermo Patiño Antúnez S.L.L.,2530.68,2331.95,2.45,2023-07-06 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2023-06-16 04:09:51
LOT-PAP-0101,Papa,Consultoría Miguel y asociados S.C.P,11801.32,5265.43,2.38,2023-07-13 04:09:51,expired,a76f778e-38df-4170-b898-b5d475bc7437,2023-06-16 04:09:51
LOT-PAP-0102,Papa,Comercial Armas S.L.L.,3802.42,3732.56,2.44,2023-07-30 04:09:51,completed,e93f25fc-9b20-4187-95fa-859beca1159e,2023-06-16 04:09:51
LOT-PAP-0103,Papa,Raya y asociados S.L.,2683.35,2420.36,2.31,2023-08-15 04:09:51,completed,e93f25fc-9b20-4187-95fa-859beca1159e,2023-07-16 04:09:51
LOT-PAP-0104,Papa,Familia Ariza S.A.,5135.65,3364.54,2.67,2023-08-25 04:09:51,expired,d92a3c54-572c-4498-8bd2-9e332d59536b,2023-07-16 04:09:51
LOT-PAP-0105,Papa,Hotel FMH S.L.L.,7961.03,7419.3,2.32,2023-08-20 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-07-16 04:09:51
LOT-PAP-0106,Papa,Mesa y Viana S.L.,3326.77,3100.12,2.62,2023-08-30 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-07-16 04:09:51
LOT-PAP-0107,Papa,Oliva y Casanovas S.A.,9763.82,9211.38,2.55,2023-08-01 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-07-16 04:09:51
LOT-PAP-0108,Papa,Andrade y Rozas S.A.,17187.84,16309.71,2.41,2023-08-21 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2023-07-16 04:09:51
LOT-PAP-0109,Papa,Farmaceútica Frutos y asociados S.L.U.,6072.36,5921.91,2.4,2023-08-21 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-07-16 04:09:51
LOT-PAP-0110,Papa,Abril y Bou S.L.N.E,17604.09,7629.06,2.71,2023-09-01 04:09:51,expired,51f1c886-7ad3-4150-aa57-94e34edf0078,2023-08-15 04:09:51
LOT-PAP-0111,Papa,Distribuciones Ropero S.Com.,4165.07,4158.56,2.83,2023-09-05 04:09:51,completed,b48ddd41-5e75-4522-9cd3-eb76e6a1bde8,2023-08-15 04:09:51
LOT-PAP-0112,Papa,Fidel Cazorla Alcázar S.Coop.,17419.24,3589.38,2.73,2023-09-21 04:09:51,expired,91b887de-f920-4f25-aa0b-5e71502435fc,2023-08-15 04:09:51
LOT-PAP-0113,Papa,Logística EJTU S.Coop.,4418.94,4341.97,2.93,2023-09-07 04:09:51,completed,51f1c886-7ad3-4150-aa57-94e34edf0078,2023-08-15 04:09:51
LOT-PAP-0114,Papa,Inmobiliaria Mata & Asociados S.L.L.,16246.83,15277.52,2.53,2023-09-23 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-08-15 04:09:51
LOT-PAP-0115,Papa,Cristian Morales Rozas S.A.U,2595.28,2387.43,2.53,2023-09-10 04:09:51,completed,c42d60f7-72a5-4218-8455-6843a1d63934,2023-08-15 04:09:51
LOT-PAP-0116,Papa,Hotel Asenjo S.L.,9628.52,8908.31,2.67,2023-09-13 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2023-08-15 04:09:51
LOT-PAP-0117,Papa,Gertrudis Perelló Martorell S.L.,8177.01,7881.26,2.81,2023-09-14 04:09:51,completed,d92a3c54-572c-4498-8bd2-9e332d59536b,2023-08-15 04:09:51
LOT-PAP-0118,Papa,Familia Pomares S.A.,19862.26,12662.07,2.65,2023-09-13 04:09:51,expired,5230c44f-1ffb-4722-b4b2-8f7aa7e4d21b,2023-08-15 04:09:51
LOT-PAP-0119,Papa,Banco Vila S.L.,13280.36,12409.64,2.93,2023-10-03 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-09-14 04:09:51
LOT-PAP-0120,Papa,Familia Rovira S.Com.,8753.46,8423.58,3.12,2023-10-18 04:09:51,completed,e93f25fc-9b20-4187-95fa-859beca1159e,2023-09-14 04:09:51
LOT-PAP-0121,Papa,Consultoría Integrales S.C.P,2167.48,2063.51,3.02,2023-10-18 04:09:51,completed,91b887de-f920-4f25-aa0b-5e71502435fc,2023-09-14 04:09:51
LOT-PAP-0122,Papa,Graciano Cañas Serra S.A.T.,7316.32,6736.65,2.83,2023-10-28 04:09:51,completed,c42d60f7-72a5-4218-8455-6843a1d63934,2023-09-14 04:09:51
LOT-PAP-0123,Papa,Luján & Asociados S.A.,2174.1,2028.15,3.19,2023-11-26 04:09:51,completed,c42d60f7-72a5-4218-8455-6843a1d63934,2023-10-14 04:09:51
LOT-PAP-0124,Papa,Fábrica JW S.Coop.,14211.08,13299.58,3.22,2023-10-29 04:09:51,completed,5230c44f-1ffb-4722-b4b2-8f7aa7e4d21b,2023-10-14 04:09:51
LOT-PAP-0125,Papa,Rosa & Asociados S.L.L.,17649.48,16309.69,3.16,2023-11-06 04:09:51,completed,e93f25fc-9b20-4187-95fa-859beca1159e,2023-10-14 04:09:51
LOT-PAP-0126,Papa,Suministros Castellana S.Com.,14886.44,13727.9,3.18,2023-11-08 04:09:51,completed,d92a3c54-572c-4498-8bd2-9e332d59536b,2023-10-14 04:09:51
LOT-PAP-0127,Papa,Manufacturas Arranz S.Coop.,10232.98,10195.99,3.62,2023-11-28 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-11-13 04:09:51
LOT-PAP-0128,Papa,Beatriz Somoza Seco S.Coop.,14452.72,13157.11,3.38,2023-12-19 04:09:51,completed,91b887de-f920-4f25-aa0b-5e71502435fc,2023-11-13 04:09:51
LOT-PAP-0129,Papa,Concha Maestre Villa S.Coop.,19553.23,18843.21,3.38,2023-12-20 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-11-13 04:09:51
LOT-PAP-0130,Papa,Construcción Española S.Coop.,8456.28,8181.9,3.54,2023-12-15 04:09:51,completed,b48ddd41-5e75-4522-9cd3-eb76e6a1bde8,2023-11-13 04:09:51
LOT-PAP-0131,Papa,Supermercados Globales S.L.,2101.61,461.45,3.55,2023-12-27 04:09:51,expired,d92a3c54-572c-4498-8bd2-9e332d59536b,2023-11-13 04:09:51
LOT-PAP-0132,Papa,Benigna Reig Garay S.Coop.,16112.57,14797.57,3.46,2023-11-30 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-11-13 04:09:51
LOT-PAP-0133,Papa,Angelina Vaquero Galan S.A.,4065.0,3919.58,3.48,2023-12-27 04:09:51,completed,91b887de-f920-4f25-aa0b-5e71502435fc,2023-11-13 04:09:51
LOT-PAP-0134,Papa,Grupo Martin S.L.,11683.55,11298.38,3.54,2024-01-21 04:09:51,completed,b48ddd41-5e75-4522-9cd3-eb76e6a1bde8,2023-12-13 04:09:51
LOT-PAP-0135,Papa,Banca Privada Tomás S.L.,8438.6,8173.53,3.84,2024-01-16 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-12-13 04:09:51
LOT-PAP-0136,Papa,Daza y Olivé S.L.L.,12308.93,11182.82,3.77,2024-01-03 04:09:51,completed,d92a3c54-572c-4498-8bd2-9e332d59536b,2023-12-13 04:09:51
LOT-PAP-0137,Papa,Soluciones Montesinos S.Com.,6512.38,6480.82,3.65,2024-01-08 04:09:51,completed,5230c44f-1ffb-4722-b4b2-8f7aa7e4d21b,2023-12-13 04:09:51
LOT-PAP-0138,Papa,Barral y Hierro S.L.,16141.88,14974.31,3.97,2024-01-08 04:09:51,completed,5230c44f-1ffb-4722-b4b2-8f7aa7e4d21b,2023-12-13 04:09:51
LOT-PAP-0139,Papa,Desarrollo TD S.Com.,11928.69,5145.21,3.87,2024-01-21 04:09:51,expired,5230c44f-1ffb-4722-b4b2-8f7aa7e4d21b,2023-12-13 04:09:51
